id,指标主键,quota_level,建议ID,风险级别,画像类别,驾驶员建议内容,管理员建议内容,建议来源
215,车辆画像-能耗风险-驾驶不良行为-斑马线不文明礼让,3,216,4,车辆画像,,在斑马线密集路段增设减速标识和提示音，提醒驾驶员提前减速让行。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
216,车辆画像-能耗风险-驾驶不良行为-斑马线超速,3,217,4,车辆画像,,在斑马线密集路段增设减速标识和提示音，提醒驾驶员提前减速让行。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
217,车辆画像-能耗风险-驾驶不良行为-违规使用手刹,3,218,4,车辆画像,,建立违规使用手刹指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
218,车辆画像-能耗风险-驾驶不良行为-停站N档违规,3,219,4,车辆画像,,建立停站N档违规指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
219,车辆画像-能耗风险-驾驶不良行为-违规使用N档,3,220,4,车辆画像,,建立违规使用N档指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
220,车辆画像-能耗风险-驾驶不良行为-不规范转弯,3,221,4,车辆画像,,建立不规范转弯指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
221,车辆画像-能耗风险-驾驶不良行为-车辆未停稳开车门,3,222,4,车辆画像,,建立车辆未停稳开车门指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
222,车辆画像-能耗风险-驾驶不良行为-车辆起步不关车门,3,223,4,车辆画像,,建立车辆起步不关车门指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
223,车辆画像-能耗风险-驾驶不良行为-空档滑行,3,224,4,车辆画像,,通过车载监控抓拍空档滑行行为，对违规者开展制动安全培训，考核合格再上岗。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
224,车辆画像-能耗风险-驾驶不良行为-熄火滑行,3,225,4,车辆画像,,建立熄火滑行指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
225,车辆画像-能耗风险-驾驶不良行为-不文明鸣笛,3,226,4,车辆画像,,建立不文明鸣笛指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
226,车辆画像-能耗风险-驾驶不良行为-安全带行为,3,227,4,车辆画像,,建立安全带行为指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
227,车辆画像-能耗风险-驾驶不良行为-不规范进站,3,228,4,车辆画像,,建立不规范进站指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
228,车辆画像-能耗风险-驾驶不良行为-不规范出站,3,229,4,车辆画像,,建立不规范出站指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
229,车辆画像-能耗风险-驾驶不良行为-急停,3,230,4,车辆画像,,建立急停指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
230,车辆画像-能耗风险-驾驶不良行为-门开禁启开关,3,231,4,车辆画像,,建立门开禁启开关指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
231,车辆画像-能耗风险-驾驶不良行为-停车不挂N档,3,232,4,车辆画像,,建立停车不挂N档指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
232,车辆画像-能耗风险-驾驶不良行为-不规范开关门,3,233,4,车辆画像,,建立不规范开关门指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
233,车辆画像-能耗风险-驾驶不良行为-安全启动,3,234,4,车辆画像,,建立安全启动指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
234,车辆画像-能耗风险-驾驶不良行为-违规使用空调,3,235,4,车辆画像,,建立违规使用空调指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
235,车辆画像-能耗风险-驾驶不良行为-平路不规范行为,3,236,4,车辆画像,,建立平路不规范行为指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
236,车辆画像-能耗风险-驾驶不良行为-上坡不规范行为,3,237,4,车辆画像,,建立上坡不规范行为指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
237,车辆画像-能耗风险-驾驶不良行为-下坡不规范行为,3,238,4,车辆画像,,建立下坡不规范行为指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
238,车辆画像-能耗风险-驾驶不良行为-违规使用总电,3,239,4,车辆画像,,建立违规使用总电指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
239,车辆画像-能耗风险-驾驶不良行为-路口大油门,3,240,4,车辆画像,,建立路口大油门指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
240,车辆画像-能耗风险-驾驶不良行为-进站违规制动,3,241,4,车辆画像,,建立进站违规制动指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
241,车辆画像-能耗风险-驾驶不良行为-区间超速,3,242,4,车辆画像,,建立区间超速指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
242,车辆画像-能耗风险-驾驶不良行为-全局超速,3,243,4,车辆画像,,建立全局超速指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
243,车辆画像-能耗风险-驾驶不良行为-左转弯未刹车,3,244,4,车辆画像,,建立左转弯未刹车指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
244,车辆画像-能耗风险-驾驶不良行为-右转弯未刹车,3,245,4,车辆画像,,建立右转弯未刹车指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
245,线路画像-静态风险-线形路况-急转弯点数量,3,246,4,线路画像,,对线路中急转弯点数量超 5 处的路段，加装凸面镜和限速警示标识，定期排查路面状况，降低转弯风险。,《穗巴士集〔2023〕69号 广州巴士集团有限公司关于印发安全生产管理办法》
246,线路画像-静态风险-线形路况-斑马线数量,3,247,4,线路画像,,在斑马线密集路段增设减速标识和提示音，提醒驾驶员提前减速让行。,《穗巴士集〔2023〕69号 广州巴士集团有限公司关于印发安全生产管理办法》
247,线路画像-静态风险-线形路况-左转弯数量,3,248,4,线路画像,,建立左转弯数量指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2023〕69号 广州巴士集团有限公司关于印发安全生产管理办法》
248,线路画像-静态风险-线形路况-右转弯数量,3,249,4,线路画像,,建立右转弯数量指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2023〕69号 广州巴士集团有限公司关于印发安全生产管理办法》
249,线路画像-静态风险-线形路况-上坡路段数量,3,250,4,线路画像,,建立上坡路段数量指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2023〕69号 广州巴士集团有限公司关于印发安全生产管理办法》
250,线路画像-静态风险-线形路况-下坡路段数量,3,251,4,线路画像,,建立下坡路段数量指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2023〕69号 广州巴士集团有限公司关于印发安全生产管理办法》
251,线路画像-静态风险-线形路况-区域限速点数量,3,252,4,线路画像,,建立区域限速点数量指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2023〕69号 广州巴士集团有限公司关于印发安全生产管理办法》
